PCT_NSLP15,PCT_SBP15,VLFOODSEC_10_12,SODA_PRICE10,POVRATE15
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.21136363636363636
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2948597831648163,0.21590909090909094
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.65
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.42727272727272725
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.25681818181818183
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.8227272727272728
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.5090909090909091
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.3772727272727273
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.26398922931698143,0.43181818181818177
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.26398922931698143,0.3636363636363636
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.38181818181818183
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.4772727272727273
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.42727272727272725
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.3409090909090909
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.26398922931698143,0.35227272727272724
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.2909090909090909
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.33409090909090916
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.5659090909090909
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.38409090909090915
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.42954545454545456
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.375
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.3636363636363636
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.3431818181818182
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.7090909090909091
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.390909090909091
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.2409090909090909
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.4772727272727273
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.35454545454545455
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.38636363636363635
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.40227272727272734
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.43181818181818177
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.7795454545454547
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20917158668443792,0.5704545454545454
0.6896869689164644,0.5574045077596441,0.7346938775510204,0.2689921692858137,0.3090909090909091
